id	image_src	name	size	type	speed	source	alignment	ac	armour_type	hp	hp_dice	strength	dexterity	constitution	intelligence	wisdom	charisma	skill	vulnerable	save	passive_perception	immune_to	condition_immune	languages	challenge_rating	senses	resistances	spells	spell_slots	traits	actions	reactions	legendary
uthgardt_shaman	uthgardt_shaman.png	Uthgardt Shaman	medium	"humanoid, human"	30 ft	Storm Kings Thunder	neutral evil	13		38	7d8+7	14	12	13	10	15	12	"Medicine +4, Nature +4, Perception +4, Survival +6"			14			"bothii, common"	2			" dancing lights, message, mage hand, thaumaturgy, augury, bestow curse, cordon of arrows, detect magic, hex, prayer of healing, speak with dead, spirit guardians"		innate spellcasting	"spear, shortbow"		
yakfolk_warrior	yakfolk_warrior.png	Yakfolk Warrior	large	monstrosity	30 ft	Storm Kings Thunder	neutral evil	11	leather	60	8d10+16	18	11	15	14	15	14	"Deception +4, Survival +4"			12			"common, yikaria"	3					possession (recharges after a rest	"multiattack, greatsword, longbow"		
yakfolk_priest	yakfolk_priest.png	Yakfolk Priest	large	monstrosity	30 ft	Storm Kings Thunder	neutral evil	12	hide armor	52	7d10+14	16	11	15	14	18	14	"Deception +4, Medicine +6, Survival +6"			14			"common, yikaria"	4			"light, mending, sacred flame, thaumaturgy, bane, command, cure wounds, sanctuary, augury, hold person, spiritual weapon, bestow curse, protection from energy, sending, banishment"	"4,3,3,1,0,0,0,0,0"	"possession (recharges after a rest, spellcasting"	"multiattack, quarterstaff, summon earth elemental"		
lifferlas	lifferlas.png	Lifferlas	huge	plant	20 ft	Storm Kings Thunder	unaligned	13	natural armor	59	7d12+14	19	6	15	10	10	7		fire		10			common	0		"blugdeoning, piercing"			"false appearance, roleplaying information"	"multiattack, slam"		
animated_table	animated_table.png	Animated Table	large	construct	40 ft	Tales From The Yawning Portal	unaligned	15	natural armor	39	6d10+6	18	8	13	1	3	1				6	"poison, psychic"	"blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned"		2	blindsight 60 ft (blind beyond this radius)				", constructed nature, antimagic susceptibility, false appearance, charge"	ram		
centaur_mummy	centaur_mummy.png	Centaur Mummy	large	undead	30 ft	Tales From The Yawning Portal	lawful evil	13	natural armor	85	10d10+30	20	12	16	5	14	12		fire	wis +5	12	"necrotic, poison"	"charmed, exhaustion, frightened, paralyzed, poisoned"	"common, sylvan"	6	darkvision 60 ft	"bludgeoning, piercing,  slashing from nonmagical attacks"			", undead nature, charge"	"multiattack, pike, hooves, dreadful glare"		
deathlock_wight	deathlock_wight.png	Deathlock Wight	medium	undead	30 ft	Tales From The Yawning Portal	neutral evil	12		37	5d8+15	11	14	16	12	14	16	"Arcana +3, Perception +4"		wis +4	14	poison	"exhaustion, poisoned"	the languages it knew in life	3	darkvision 60 ft	"necrotic, bludgeoning, piercing,  slashing from nonmagical attacks"	"detect magic, disguise self, mage armor, fear, hold person, misty step"		", undead nature, innate spellcasting, sunlight sensitivity"	"multiattack, grave bolt, life drain"		
dread_warrior	dread_warrior.png	Dread Warrior	medium	undead	30 ft	Tales From The Yawning Portal	neutral evil	18	"chain mail, shield"	37	5d8+15	15	11	16	10	12	10	"Athletics +4, Perception +3"		wis +3	13	poison	"exhaustion, poisoned"	common	l	darkvision 60 ft				", undead nature, undead fortitude"	"multiattack, battleaxe, javelin"		
duergar_spy	duergar_spy.png	Duergar Spy	medium	"humanoid, dwarf"	25 ft	Tales From The Yawning Portal	lawful evil	15	studded leather	33	6d8+6	10	16	12	12	10	13	"Deception +5, Insight +2, Investigation +5, Perception +4, Persuasion +3, Sleight of Hand +5, Stealth +7"			14			"dwarvish, undercommon"	2	darkvision 120 ft	poison			", cunning action, duergar resilience, sneak attack, sunlight sensitivity"	"multiattack, eniarge, shortsword, hand crossbow, invisibility"		
giant_crayfish	giant_crayfish.png	Giant Crayfish	large	beast	"30 ft, swim 30 ft"	Tales From The Yawning Portal	unaligned	15	natural armor	45	7d10+7	15	13	13	1	9	3	Stealth +3			9				2	blindsight 30 ft				", amphibious"	"multiattack, claw"		
giant_lightning_eel	giant_lightning_eel.png	Giant Lightning Eel	large	beast	"5 ft, swim 30 ft"	Tales From The Yawning Portal	unaligned	13		42	5d10+15	11	17	16	2	12	3				11				3	blindsight 60 ft	lightning			", water breathing"	"multiattack, bite, lightning jolt"		
giant_subterranean_lizard	giant_subterranean_lizard.png	Giant Subterranean Lizard	huge	beast	"30 ft, swim 50 ft"	Tales From The Yawning Portal	unaligned	14	natural armor	66	7d12+21	21	9	17	2	10	7	Stealth +3			10				4						"multiattack, bite, tail, swallow"		
greater_zombie	greater_zombie.png	Greater Zombie	medium	undead	30 ft	Tales From The Yawning Portal	neutral evil	15	natural armor	97	13d8+39	18	10	17	4	6	6			wis + 1	8	poison	"charmed, exhaustion, frightened, paralyzed, poisoned"	"understands the languages it knew in life, can't speak"	5	darkvision 60 ft	"cold, necrotic"			", undead nature, turn resistance, undead fortitude"	"multiattack, empowered slam"		
kalka-kylla	kalka-kylla.png	Kalka-Kylla	large	monstrosity	"30 ft, swim 30 ft"	Tales From The Yawning Portal	neutral	15	natural armor	85	10d10+30	17	12	16	15	16	12	"Deception +3, Insight +5, Stealth +3"			13			olman	3	blindsight 30 ft				", amphibious, false appearance, shell"	"multiattack, claw"		
kelpie	kelpie.png	Kelpie	medium	plant	"10 ft, swim 30 ft"	Tales From The Yawning Portal	neutral evil	14	natural armor	67	9d8+27	14	14	16	7	12	10	"Perception +3, Stealth +4"			13		"blinded, deafened, exhaustion"	"common, sylvan"	4	blindsight 60 ft	"bludgeoning, fire, piercing"			", amphibious, seaweed shape, false appearance"	"multiattack, slam, drowning hypnosis"		
malformed_kraken	malformed_kraken.png	Malformed Kraken	huge	monstrosity	"20 ft, swim 40 ft"	Tales From The Yawning Portal	chaotic evil	17	natural armor	172	15d12+75	25	11	20	11	15	15			"str +11, con +9, int +4, wis +6, cha +6"	12	lightning	"frightened, paralyzed"	"understands common, can't speak; telepathy 60 ft"	10	truesight 60 ft	"bludgeoning, piercing,  slashing from nonmagical attacks"			", amphibious, siege monster"	"multiattack, bite, tentacle, fling, lightning storm"		
nereid	nereid.png	Nereid	medium	fey	"30 ft, swim 60 ft"	Tales From The Yawning Portal	any chaotic alignment	13		44	8d8+8	10	17	12	13	14	16				12			"aquan, common, elvish, sylvan"	2	darkvision 60 ft				", amphibious, aquatic invisibility, mantle dependent, shape water, speak with animals"	"blinding acid, drowning kiss, water lash"		
ooze_master	ooze_master.png	Ooze Master	huge	undead	"30 ft, climb 30 ft"	Tales From The Yawning Portal	lawful evil	9	natural armor	138	12d12+60	16	1	20	17	10	16	"Arcana +7, Insight +4"		"int +7, wis +4"	10	"acid, cold, poison"	"blinded, charmed, deafened, exhaustion, frightened, paralyzed, poisoned, prone"	"common, primordial, thayan"	10	blindsight 120 ft	"lightning, necrotic, bludgeoning, piercing,  slashing from nonmagical attacks"	"acid splash, friends, mage hand, poison spray, charm person, detect magic, magic missile, ray of sickness, detect thoughts, Melf's acid arrow, suggestion,fear, slow, stinking cloud, confusion, Evard's black tentacles, cloudkill"	"4,3,3,3,1"	", undead nature, corrosive form, instinctive attack, spellcasting, spider climb"	pseudopod	instinctive charm	
sea_lion	sea_lion.png	Sea Lion	large	monstrosity	"10 ft, swim 40 ft"	Tales From The Yawning Portal	unaligned	15	natural armor	90	12d10+24	17	15	15	3	12	8	"Perception +4, Stealth +5"			14				5					", amphibious, keen smell, pack tactics, swimming leap"	"multiattack, bite, claw"		
siren	siren.png	Siren	medium	fey	"30 ft, swim 30 ft"	Tales From The Yawning Portal	chaotic good	14		38	7d8+7	10	18	12	13	14	16	"Medicine +4, Nature +3, Stealth +6, Survival +4"			12			"common, elvish, sylvan"	3	darkvision 60 ft		"charm person, fog cloud, greater invisibility, polymorph"		", amphibious, innate spellcasting, magic resistance"	"shortsword, stupefying touch"		
thayan_warrior	thayan_warrior.png	Thayan Warrior	medium	"humanoid, human"	30 ft	Tales From The Yawning Portal	any non-good alignment	16	"chain shirt, shield"	52	8d8+16	16	13	14	10	11	11	Perception +2			12			"common, thayan"	2					", doomvault devotion, pack tactics"	"multiattack, longsword, javelin"		
thorn_slinger	thorn_slinger.png	Thorn Slinger	large	plant	10 ft	Tales From The Yawning Portal	unaligned	11		32	5d10+5	13	12	12	1	10	1				10		"blinded, deafened, frightened"		0.5	blindsight 60 ft (blind beyond this radius)				", adhesive blossoms, false appearance"	thorns		
vampiric_mist	vampiric_mist.png	Vampiric Mist	medium	undead	"0 ft, fly 30 ft"	Tales From The Yawning Portal	chaotic evil	13		45	6d8+18	6	16	16	6	12	7			wis +3	11	poison	"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained"		3	darkvision 60 ft	"acid, cold, lightning, necrotic, thunder, bludgeoning, piercing,  slashing from nonmagical attacks"			", undead nature, blood sense, forbiddance, misty form, sunlight hypersensitivity"	blood drain		
dragonfang	dragonfang.png	Dragonfang	medium	"humanoid, human"	30 ft	Tyranny Of Dragons	neutral evil	15	studded leather	78	12d8+24	11	16	14	12	12	14	"Deception +4, Stealth +5"		wis +3	11			"common, draconic, infernal"	5		"one of the following: acid, cold, fire, lightning or poison"			"dragon fanatic, fanatic advantage, limited flight"	"multiattack, shortsword, orb of dragon's breath"		
dragonsoul	dragonsoul.png	Dragonsoul	medium	"humanoid, human"	30 ft	Tyranny Of Dragons	neutral evil	16	studded leather	110	17d8+34	11	18	14	13	12	16	"Deception +6, Stealth +7"		wis +4	11			"common, draconic, infernal"	7		"one of the following: acid, cold, fire, lightning or poison"			"dragon fanatic, fanatic advantage, limited flight, pack tactics"	"multiattack, shortsword, orb of dragon's breath"		
ice_toad	ice_toad.png	Ice Toad	medium	monstrosity	"30 ft, swim 30 ft"	Tyranny Of Dragons	neutral	12	natural armor	32	5d8+10	13	10	14	8	10	6	Perception +2			12	cold		ice toad	1	darkvision 60 ft				"amphibious, cold aura, standing leap"	bite		
severin	severin.png	Severin	medium	"humanoid, human"	30 ft	Tyranny Of Dragons	neutral evil	16		150	20d8+60	10	13	16	17	12	20	"Arcana +7, Religion +7"		"dex +5, wis +5"	11	While wearing the mask of the Dragon Queen: fire	"While wearing the mask of the Dragon Queen: charmed, frightened, poisoned"	"common, draconic, infernal"	11	While wearing the Mask of the Dragon Queen: darkvision 60 ft	"While wearing the mask of the Dragon Queen: acid, cold, lightning, poison, bludgeoning, piercing,  slashing damage from nonmagical weapons"			"special equipment, draconic majesty, ignite enemy, legendary resistance"	"burning touch, flaming orb, scorching burst"		"attack, fiery teleport, hellish chains"
abjurer	abjurer.png	Abjurer	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	12		84	13d8+26	9	14	14	18	12	11	"Arcana +8, History +8"		"int +8, wis +5"	11			any four languages	9			"blade ward. dancing lights, mending, message, ray of frost, alarm, mage armor, magic missile, shield, arcane lock, invisibility, counterspell, dispel magic, fireball, banishment, stoneskin, cone of cold, wall of force, flesh to stone, globe of invulnerability, symbol teleport"	"4,3,3,3,2,1,1,0,0"	"spellcasting, arcane ward"	quarterstaff		
alhoon	alhoon.png	Alhoon	medium	undead	30 ft	Volo's Guide	any evil alignment	15	natural armor	120	16d8+48	11	12	16	19	17	17	"Arcana +8, Deception +7, History +8, Insight +7, Perception +7, Stealth +5"		"con +7, int +8, wis +7, cha +7"	17	"poison; bludgeoning, piercing, slashing from nonmagical attacks"	"charmed, exhaustion, frightened, paralyzed, poisoned"	"deep speech, undercommon, telepathy 120 ft"	10	truesight 120 ft	"cold, lightning, necrotic"	"detect thoughts, levitate, dominate monster, plane shift, chill touch, dancing lights, mage hand, prestidigitation, shocking grasp, detect magic, disguise self, magic missile, shield, invisibility, mirror image, scorching ray, counterspell, fly, lightning bolt, confusion, Evard’s black tentacles, phantasmal killer, modify memory, wall of force, disintegrate, globe of invulnerability"	"4,3,3,3,2,1,0,0,0"	"magic resistance, innate spellcasting, spellcasting, turn resistance"	"chilling grasp, mind blast"		
annis_hag	annis_hag.png	Annis Hag	large	fey	40 ft	Volo's Guide	chaotic evil	17	natural armor	75	10d10+20	21	12	14	13	14	15	"Deception +5, Perception +5"		con +5	15			"common, giant, sylvan"	6	darkvision 60 ft	"cold, bludgeoning, piercing,  slashing from nonmagical attacks"	"disguise self, fog cloud, identify, ray of sickness, hold person, locate object, bestow curse, counterspell, lightning bolt, phantasmal killer, polymorph, contact other plane, scrying, eyebite"		"innate spellcasting, hag coven, shared spellcasting, hag eye, variant: death coven, variant: nature coven, variant: prophecy coven"	"multiattack, bite, claw, crushing hug"		
apprentice_wizard	apprentice_wizard.png	Apprentice Wizard	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	10		9	2d8	10	10	10	14	10	11	"Arcana +4, History +4"			10			any one language (usually common)	0.25			"fire bolt, mending, prestidigitation, burning hands, disguise self, shield"	"2,0,0,0,0,0,0,0,0"	spellcasting	dagger		
archdruid	archdruid.png	Archdruid	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	16	"hide armor, shield"	132	24d8+24	10	14	12	12	20	11	"Medicine +9, Nature +5, Perception +9"		"int +5, wis +9"	19			druidic plus any two languages	12			"druidcraft, mending, poison spray, produce flame, cure wounds, entangle, faerie fire, speak with animals, animal messenger, beast sense, hold person, conjure animals, meld into stone, water breathing, dominate beast, locate creature, stoneskin, wall of fire, commune with nature, mass cure wounds, tree stride, heal, heroes' feast, sunbeam, fire storm, animal shapes, foresight"	"4,3,3,3,3,1,1,1,1"	spellcasting	"scimitar, change shape"		
archer	archer.png	Archer	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	16	studded leather armor	75	10d8+30	11	18	16	11	13	10	"Acrobatics +6, Perception +5"			15			any one language (usually common)	3					archer's eye	"multiattack, shortsword, longbow"		
aurochs	aurochs.png	Aurochs	large	beast	50 ft	Volo's Guide	unaligned	11	natural armor	38	4d10+16	20	10	19	2	12	5				11				2					charge	gore		
babau	babau.png	Babau	medium	"fiend, demon"	40 ft	Volo's Guide	chaotic evil	16	natural armor	82	11d8+33	19	16	16	11	12	13	"Perception +5, Stealth +5"			15	poison	poisoned	abyssal	4	darkvision 120 ft	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical attacks"	"darkness, dispel magic, fear, heat metal, levitate"		innate spellcasting	"multiattack, claw, spear, weakening gaze"		
banderhobb	banderhobb.png	Banderhobb	large	monstrosity	30 ft	Volo's Guide	neutral evil	15	natural armor	84	8d10+40	20	12	20	11	14	8	"Athletics +8, Stealth +7"			12		"charmed, frightened"	"understands common and the languages of its creator,, can't speak"	5	darkvision 120 ft				"resonant connection, shadow stealth"	"bite, tongue, swallow, shadow step"		
bard	bard.png	Bard	medium	"humanoid, any race, volo's guide"	30 ft	Volo's Guide	any alignment	15	chain shirt	44	8d8+8	11	14	12	10	13	14	"Acrobatics +4, Perception +5, Performance +6"		"dex +4, wis +3"	15			any two languages	2			"friends, mage hand, vicious mockery, charm person, healing word, heroism, sleep, thunderwave, invisibility, shatter"	"4,3,0,0,0,0,0,0,0"	"spellcasting, song of rest, taunt"	"shortsword, shortbow"		
barghest	barghest.png	Barghest	large	"fiend, shapechanger"	60 ft	Volo's Guide	neutral evil	17	natural armor	90	12d10+24	19	15	14	13	12	14	"Deception +4, Intimidation +4, Perception +5, Stealth +4"			15	"acid, poison"	poisoned	"abyssal, common, goblin, infernal, telepathy 60 ft"	4	"blindsight 60 ft, darkvision 60 ft"	"cold, fire, lightning, bludgeoning, piercing,  slashing from nonmagical weapons"	"levitate, minor illusion, pass without trace, charm person, dimension door, suggestion"		"shapechanger, fire banishment, keen smell, innate spellcasting, soul feeding"	"bite, claws"		
bheur_hag	bheur_hag.png	Bheur Hag	medium	fey	30 ft	Volo's Guide	chaotic evil	17	natural armor	91	14d8+28	13	16	14	12	13	16	"Nature +4, Perception +4, Stealth +6, Survival +4"		wis +4	14	cold		"auran, common, giant"	7	darkvision 60 ft		"hold person, ray of frost, cone of cold, ice storm, wall of ice, control weather, identify, ray of sickness, hold person, locate object, bestow curse, counterspell, lightning bolt, phantasmal killer, polymorph, contact other plane, scrying, eyebite"		"graystaff magic, ice walk, innate spellcasting, hag coven, shared spellcasting, hag eye, variant: death coven, variant: nature coven, variant: prophecy coven"	"slam, maddening feast"		
black_guard_drake	black_guard_drake.png	Black Guard Drake	medium	dragon	"30 ft, swim 30 ft"	Volo's Guide	unaligned	14	natural armor	52	7d8+21	16	11	16	4	10	7	Perception +2			12			"understands draconic, can't speak it"	2	darkvision 60 ft	acid			amphibious	"multiattack, bite, tail"		
blackguard	blackguard.png	Blackguard	medium	"humanoid, any race"	30 ft	Volo's Guide	any non-good alignment	18	plate	153	18d8+72	18	11	18	11	14	15	"Athletics +7, Deception +5, Intimidation +5"		"wis +5, cha +5"	12			any one language (usually common)	8			"command, protection from evil and good, thunderous smite, branding smite, find steed, blinding smite, dispel magic"	"4,3,2,0,0,0,0,0,0"	spellcasting	"multiattack, glaive, shortbow, dreadful aspect"		
blue_guard_drake	blue_guard_drake.png	Blue Guard Drake	medium	"dragon, volo's guide"	"30 ft, burrow 20 ft"	Volo's Guide	unaligned	14	natural armor	52	7d8+21	16	11	16	4	10	7	Perception +2			12			"understands draconic, can't speak it"	2	darkvision 60 ft	lightning				"multiattack, bite, tail"		
bodak	bodak.png	Bodak	medium	undead	30 ft	Volo's Guide	chaotic evil	15	natural armor	58	9d8+18	15	16	15	7	12	12	"Perception +4, Stealth +6"			14	"lightning, poison"	"charmed, frightened, poisoned"	"abyssal, the languages it knew in life"	6	darkvision 120 ft	"cold, fire, necrotic, bludgeoning, piercing,  slashing from nonmagical attacks"			"aura of annihilation, death gaze, sunlight hypersensitivity"	"fist, withering gaze"		
boggle	boggle.png	Boggle	small	fey	"30 ft, climb 30 ft"	Volo's Guide	chaotic neutral	14		18	4d6+4	8	18	13	6	12	7	"Perception +3, Sleight of Hand +6, Stealth +6"			13			sylvan	0.125	darkvision 60 ft	fire			"boggle oil, dimensional rift, uncanny smell"	"pummel, oil puddle"		
brontosaurus	brontosaurus.png	Brontosaurus	Gargantuan	beast	30 ft	Volo's Guide	unaligned	15	natural armor	121	9d20+27	21	9	17	2	10	7			con +6	10				5						"stomp, tail"		
catoblepas	catoblepas.png	Catoblepas	large	monstrosity	30 ft	Volo's Guide	unaligned	14	natural armor	84	8d10+40	19	12	21	3	14	8				12				5	darkvision 60 ft				"keen smell, stench"	"tail, death ray"		
cave_fisher	cave_fisher.png	Cave Fisher	medium	monstrosity	"20 ft, climb 20 ft"	Volo's Guide	unaligned	16	natural armor	58	9d8+18	16	13	14	3	10	3	"Perception +2, Stealth +5"			12				3	blindsight 60 ft				"adhesive filament, flammable blood, spider climb"	"multiattack, claw, filament"		
champion	champion.png	Champion	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	18	plate	143	22d8+44	20	15	14	10	14	12	"Athletics +9, Intimidation +5, Perception +6"		"str +9, con +6"	16			any one language (usually common)	9					"indomitable, second wind"	"multiattack, greatsword, light crossbow"		
chitine	chitine.png	Chitine	small	"monstrosity, volo's guide"	"30 ft, climb 30 ft"	Volo's Guide	chaotic evil	14	hide armor	18	4d6+4	10	14	12	10	10	7	"Athletics +4, Stealth +4"			10			undercommon	0.5	darkvision 60 ft				"fey ancestry, sunlight sensitivity, web sense, web walker"	"multiattack, dagger"		
choldrith	choldrith.png	Choldrith	medium	monstrosity	"30 ft, climb 30 ft"	Volo's Guide	chaotic evil	15	studded leather armor	15	12d8+12	12	16	12	11	14	10	"Athletics +5, Religion +2, Stealth +5"			12			undercommon	3	darkvision 60 ft		"guidance, mending, resistance, thaumaturgy, bane, healing word, sanctuary, shield of faith, hold person, spiritual weapon"	"4,3,0,0,0,0,0,0,0"	"fey ancestry, spellcasting, spider climb, sunlight sensitivity, web sense, web walker"	"dagger, web"		
conjurer	conjurer.png	Conjurer	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	12		40	9d8	9	14	11	17	12	11	"Arcana +6, History +6"		"int +6, wis +4"	11			any four languages	6			"acid splash, mage hand, poison spray, prestidigitation, mage armor, magic missile, unseen servant, cloud of daggers, misty step, web, fireball, stinking cloud, Evard's black tentacles, stoneskin, cloudkill, conjure elemental"	"4,3,3,3,2,0,0,0,0"	"spellcasting, benign transportation"	dagger		
cow	cow.png	Cow	large	beast	30 ft	Volo's Guide	unaligned	10		15	2d10+4	18	10	14	2	10	4				10				0.25					charge	gore		
cranium_rat	cranium_rat.png	Cranium Rat	tiny	beast	30 ft	Volo's Guide	lawful evil	12		2	1d4	2	14	10	4	11	8				10			telepathy 30 ft	0	darkvision 30 ft				"illumination, telepathic shroud"	bite		
darkling	darkling.png	Darkling	small	"fey, volo's guide"	30 ft	Volo's Guide	chaotic neutral	14	leather armor	13	3d6+3	9	16	112	10	12	10	"Acrobatics +5, Deception +2, Perception +5, Stealth +7"			15			"elvish, sylvan"	0.5	"blindsight 30 ft, darkvision 120 ft"				"death flash, light sensitivity"	dagger		
darkling_elder	darkling_elder.png	Darkling Elder	medium	fey	30 ft	Volo's Guide	chaotic neutral	15	studded leather armor	27	5d8+5	13	17	12	10	14	13	"Acrobatics +5, Deception +3, Perception +6, Stealth +7"			16			"elvish, sylvan"	2	"blindsight 30 ft, darkvision 120 ft"		darkness		death burn	"multiattack, shortsword, darkness"		
death_kiss	death_kiss.png	Death Kiss	large	aberration	"0 ft, fly 30 ft"	Volo's Guide	neutral evil	16	natural armor	161	17d10+68	18	14	18	10	12	10	Perception +5		"con +8, wis +5"	15	lightning	prone	"deep speech, undercommon"	10	darkvision 120 ft				lightning blood	"multiattack, tentacle, blood drain"		
deep_scion	deep_scion.png	Deep Scion	medium	"humanoid, shapechanger"	30 ft 	Volo's Guide	neutral evil	11		67	9d8+27	18	13	16	10	12	14	"Deception +6, Insight +3, Sleight of Hand +3, Stealth +3"		"wis +3, cha +4"	11			"aquan, common, thieves' cant"	3	darkvision 120 ft				"shapechanger, amphibious"	"multiattack, battleaxe, bite, claw, psychic screech"		
deinonychus	deinonychus.png	Deinonychus	medium	beast	40 ft	Volo's Guide	unaligned	13	natural armor	26	4d8+8	15	15	14	4	12	6	Perception +3			13				1					pounce	"multiattack, bite, claw"		
devourer	devourer.png	Devourer	large	fiend	30 ft	Volo's Guide	chaotic evil	16	natural armor	178	17d10+85	20	12	20	13	10	16				10	poison	poisoned	"abyssal, telepathy 120 ft"	13	darkvision 120 ft	"cold, fire, lightning"				"multiattack, claw, imprison soul, soul rend"		
dimetrodon	dimetrodon.png	Dimetrodon	medium	beast	"30 ft, swim 20 ft"	Volo's Guide	unaligned	12	natural armor	19	3d8+6	14	10	15	2	10	5	Perception +2			12				0.25						bite		
diviner	diviner.png	Diviner	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	12		67	15d8	9	14	11	18	12	11	"Arcana +7, History +7"		"int +7, wis +4"	11			any four languages	8			"fire bolt, light, mage hand, message, true strike, detect magic, feather fall, mage armor, detect thoughts, locate object, scorching ray, clairvoyance, fly, fireball, arcane eye, ice storm, stoneskin, Rary's telepathic bond, seeming, mass suggestion, true seeing, delayed blast fireball, teleport, maze"	"4,3,3,3,2,1,1,1,0"	"spellcasting, portent"	quarterstaff		
dolphin	dolphin.png	Dolphin	medium	beast	"0 ft, swim 60 ft"	Volo's Guide	unaligned	12	natural armor	11	2d8+2	14	13	13	6	12	7	Perception +3			13				0.125	blindsight 60 ft				"charge, hold breath"	slam		
draegloth	draegloth.png	Draegloth	large	"fiend, demon, volo's guide"	30 ft	Volo's Guide	chaotic evil	15	natural armor	123	13d10+52	20	15	18	13	11	11	"Perception +3, Stealth +5"			13	poison	poisoned	"abyssal, elvish, undercommon"	7	darkvision 120 ft	"cold, fire, lightning"	"darkness, confusion, dancing lights, faerie fire"		"fey ancestry, innate spellcasting"	"multiattack, bite, claws"		
elder_brain	elder_brain.png	Elder Brain	large	aberration	"5ft, swim 10 ft"	Volo's Guide	lawful evil	10		210	20d10+100	15	10	20	21	19	24	"Arcana +10, Deception +12, Insight +14, Intimidation +12, Persuasion +12"		"int +10, wis +9, cha +12"	14			"understands common, deep speech, and undercommon, can't speak, telepathy 5 miles"	14	blindsight 120 ft		"detect thoughts, levitate, dominate monster, plane shift"		"creature sense, innate spellcasting, legendary resistance, magic resistance, telepathic hub"	"tentacle, mind blast, psychic link, sense thoughts"		"legendary actions, tentacle, break concentration, psychic pulse, sever psychic link"
enchanter	enchanter.png	Enchanter	medium	"humanoid, any race"	30 ft	Volo's Guide	any alignment	12		40	9d8	9	14	11	17	12	11	"Arcana +6, History +6"		"int +6, wis +4"	11			any four languages	5			"friends, mage hand, mending, message, charm person, mage armor, magic missile, hold person, invisibility, suggestion, fireball, haste, tongues, dominate beast, stoneskin, hold monster"	"4,3,3,3,2,0,0,0,0"	spellcasting	quarterstaff	instinctive charm	
evoker	evoker.png	Evoker	medium	"humanoid, any race, volo's guide"	30 ft	Volo's Guide	any alignment	12		66	12d8+12	9	14	12	17	12	11	"Arcana +7, History +7"		"int +7, wis +5"	11			any four languages	9			"fire bolt, light, prestidigitation, ray of frost, burning hands, mage armor, magic missile, mirror image, misty step, shatter, counterspell, fireball, lightning bolt, ice storm, stoneskin, Bigby's hand, cone of cold, chain lightning, wall of ice "	"4,3,3,3,2,1,0,0,0"	"spellcasting, sculpt spells"	quarterstaff		
fire_giant_dreadnought	fire_giant_dreadnought.png	Fire Giant Dreadnought	huge	"giant, fire giant"	30 ft	Volo's Guide	lawful evil	21	"plate, shields"	187	15d12+90	27	9	23	8	10	11	"Athletics +13, Perception +5"		"dex +4, con +11, cha +5"	15	fire		giant	14					dual shields	"multiattack, fireshield, rock, shield charge"		
firenewt_warlock_of_imix	firenewt_warlock_of_imix.png	Firenewt Warlock of Imix	medium	"humanoid, firenewt"	30 ft	Volo's Guide	neutral evil	10		33	6d8+6	13	11	12	9	11	14				10	fire		"draconic, ignan"	1	darkvision 120 ft (penetrates magical darkness)		"mage armor, burning hands, flaming sphere, hellish rebuke, scorching ray, fire bolt, guidance, light, mage hand, prestidigitation"	"0,2,0,0,0,0,0,0,0"	"amphibious, innate spellcasting, spellcasting, imix's blessing"	morningstar		
firenewt_warrior	firenewt_warrior.png	Firenewt Warrior	medium	"humanoid, firenewt"	30 ft	Volo's Guide	neutral evil	16	"chain shirt, shield"	22	4d8+4	10	13	12	7	11	8				10	fire		"draconic, ignan"	0.5					amphibious	"multiattack, scimitar, spit fire"		
flail_snail	flail_snail.png	Flail Snail	large	"elemental, volo's guide"	10 ft	Volo's Guide	unaligned	16	natural armor	52	5d10+25	17	5	20	3	10	5				10	"fire, poison"	poisoned		3	"darkvision 60 ft, tremorsense 60 ft"				"antimagic shell, flail tentacles"	"multiattack, flail tentacle, scintillating shell, shell defense"		
flind	flind.png	Flind	medium	"humanoid, gnoll"	30 ft	Volo's Guide	chaotic evil	16	chain mail	127	15d8+60	20	10	19	11	13	12	"Intimidation +5, Perception +5"		"con +8, wis +5"	15			"abyssal, gnoll"	9	darkvision 60 ft				aura of blood thirst	"multiattack, flail of madness, flail of pain, flail of paralysis, longbow"		
froghemoth	froghemoth.png	Froghemoth	huge	monstrosity	"50 ft, swim 30 ft"	Volo's Guide	unaligned	14	natural armor	184	16d12+80	23	13	20	2	12	5	"Perception +9, Stealth +5"		"con +9, wis +5"	19				10	darkvision 60 ft	"fire, lightning"			"amphibious, shock suscptibility"	"multiattack, tentacle, bite, tongue"		
